category,brand,price,description,title
webcam HD,Logitech,$35.90 with 10 percent savings,"About this itemCompatible with Nintendo Switch 2’s new GameChat modeAuto-Light Balance: RightLight boosts brightness by up to 50%, reducing shadows so you look your best—compared to previous-generation Logitech webcams (1)Privacy with a Slide: The integrated webcam cover makes it easy to get total, reliable privacy when you're not on a video callBuilt-In Mic: The built-in microphone lets others hear you clearly during video callsEasy Plug-And-Play: The Brio 101 works with most video calling platforms, including Microsoft Teams, Zoom and Google Meet—no hassle; it just worksMeet in Color: Coordinate and express yourself when working from home with a choice of fun yet sophisticated colors that go great with your setupMade with Recycled Plastic: Brio 101 is made with a minimum of 77% post-consumer plastic(2)Customize your view: Easily adjust zoom, framing, and camera settings with the Logi Options+ appUSB A Connection: Connect easily with the built in USB A cable for a reliable plug and play experience.Show more›See more product details",Logitech Brio 101 Full HD 1080p Webcam for Streaming and Meetings - Black
webcam HD,Logitech,$69.99,"About this itemCompatible with Nintendo Switch 2’s new GameChat modeHD lighting adjustment and autofocus: The Logitech webcam automatically fine-tunes the lighting, producing bright, razor-sharp images even in low-light settings. This makes it a great webcam for streaming and an ideal web camera for laptop useAdvanced capture software: Easily create and share video content with this Logitech camera that is suitable for use as a desktop computer camera or a monitor webcamStereo audio with dual mics: Capture natural sound during calls and recorded videos with this 1080p webcam, great as a video conference camera or a computer webcamFull HD 1080p video calling and recording at 30 fps. You'll make a strong impression with this PC webcam that features crisp, clearly detailed, and vibrantly colored videoThis web camera for desktop computers comes with a 3-month XSplit VCam license and no privacy shutter. XSplit VCam lets you remove, replace and blur your background without a green screenFully compatible with Windows 11›See more product details",Logitech C920x HD Pro PC Webcam Full 1080p/30fps Video - Black
webcam HD,NexiGo,$27.99 with 30 percent savings,"About this item【Full HD 1080P Webcam】Powered by a 1080p FHD two-MP CMOS, the NexiGo N60 Webcam produces exceptionally sharp and clear videos at resolutions up to 1920 x 1080 with 30fps. The 3.6mm glass lens provides a crisp image at fixed distances and is optimized between 19.6 inches to 13 feet, making it ideal for almost any indoor use.【Wide Compatibility】Works with USB 2.0/3.0, no additional drivers required. Ready to use in approximately one minute or less on any compatible device. Compatible with Mac OS X 10.7 and higher / Windows 7, 8, 10 & 11 / Android 4.0 or higher / Linux 2.6.24 / Chrome OS 29.0.1547 / Ubuntu Version 10.04 or above. Not compatible with XBOX/PS4/PS5.【Built-in Noise-Cancelling Microphone】The built-in noise-canceling microphone reduces ambient noise to enhance the sound quality of your video. Great for Zoom / Facetime / Video Calling / OBS / Twitch / Facebook / YouTube / Conferencing / Gaming / Streaming / Recording / Online School.【USB Webcam with Privacy Protection Cover】The privacy cover blocks the lens when the webcam is not in use. It's perfect to help provide security and peace of mind to anyone, from individuals to large companies. 【Note:】Please contact our support for firmware update if you have noticed any audio delays.【Wide Compatibility】Works with USB 2.0/3.0, no additional drivers required. Ready to use in approximately one minute or less on any compatible device. Compatible with Mac OS X 10.7 and higher / Windows 7, 10 & 11, Pro / Android 4.0 or higher / Linux 2.6.24 / Chrome OS 29.0.1547 / Ubuntu Version 10.04 or above. Not compatible with XBOX/PS4/PS5.›See more product details","NexiGo N60 1080P Webcam with Microphone, Software Control & Privacy Cover, USB HD Computer Web Camera, Plug and Play, for Zoom/Skype/Teams, Conferencing and Video Calling"
webcam HD,EMEET,$27.07 with 32 percent savings,"About this item1080P Webcam with Cover for Video Calls - EMEET computer webcam provides design and Optimization for professional video streaming. Realistic 1920 x 1080p video, 5-layer anti-glare lens, providing smooth video. C960 computer camera delivers 1920x1080 video with fixed focus (11.8–118.1 inches), so as to provide a clearer image. C960 USB webcam has a cover and can be removed automatically to meet your needs for privacy. For optimal image performance, use the webcam in a well-lit environment.Built-in 2 Omnidirectional Mics - EMEET webcam with microphone for desktop features 2 built-in omnidirectional microphones, picking up your voice to create clear audio for communication. When installing the webcam, select EMEET C960 as the default microphone input device in your computer and video applications and select C960 as the default device in Zoom/Teams and ensure microphone permissions are enabled for proper use. Please note that C960 does not include built-in speakers.Automatic Light Adjustment - Automatic exposure adjustment is applied in EMEET HD webcam 1080p so that the streaming webcam can deliver stable image performance. EMEET C960 camera for computer also features color adjustment and exposure optimization to help you look your best. For optimal video quality, it is recommended to use the webcam in normal or well-lit environments and select suitable video settings in your application. Proper lighting helps achieve a clearer and more balanced image.Plug-and-Play & Upgraded USB Connectivity - New C960 webcam features both USB Type-A & A-to-C adapter connections for wider compatibility. For stable performance, connect the webcam directly to the computer's main USB port and ensure the device is recognized correctly. If a hub or docking station is used, please ensure it provides sufficient power and stable data transmission, as limited ports may affect performance. 90° wide-angle lens captures more participants without frequent adjustments.High Compatibility & Multi Application - C960 webcam for laptop is compatible with Windows 10/11, macOS 10.14+, and Android TV 7.0+. Not supported: Windows Hello, TVs, tablets, or game consoles. It works with Zoom, Teams, Facetime, Google Meet, YouTube and more. Please select C960 webcam as the default camera and microphone device in your application and ensure camera/microphone permissions are enabled, especially on macOS. (Tips: Incompatible with Windows Hello)›See more product details","EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Computer Camera"
webcam HD,Logitech,$59.99 with 14 percent savings,About this itemWebcam comes with privacy shutter – puts you in control of what you show and protects the lens with a snugly fitting cover. Does not include the 3-month XSplit VCam license.Full HD 1080P video calls – premium video quality that makes you look like a ProFull HD 1080P video Recording – a glass lens and full HD mean your recorded videos are crisp and vibrantly coloredHD autofocus and light Correction – enjoy razor-sharp high Def in every environmentStereo audio with dual mics – capture natural sound on calls and recorded videos›See more product details,Logitech C920S HD Pro Webcam Full 1080p/30fps Video Calling Clear Stereo
webcam HD,EMEET,$44.99 with 5 percent savings,"About this itemUnrivaled 4K Performance - Experience unparalleled clarity with our EMEET NOVA 4K webcam, featuring a 30FPS rate and a CMOS sensor for the ultimate high-definition visual experience. Ideal for crucial business meetings, online education, or personal streaming, this webcam for PC ensures every detail is captured with precision. The 4K resolution enhances visual appeal and engagement. Note: Video resolution defaults to 1080P; Switch to 4K via built-in camera software or APPs like PotPlayer/OBS.Precise Autofocus, Clear Display – This 4K webcam features PDAF tech for fast and accurate autofocus within a fixed range of 7.9–118 inches (manual focus not supported), ensuring sharp images even with motion. It offers automatic light adjustment and a fixed 73° FOV for balanced visuals. EMEETLINK software lets users adjust brightness, contrast, and saturation, e.g., activating backlight compensation for better brightness. It does not support facial tracking, closing autofocus, or adjusting FOV.Superior Audio Clarity, Unmatched Compatibility – Featuring 2 built-in microphones that capture voices clearly, the NOVA 4K Webcam delivers clear, natural audio up to 8 feet away—ideal for busy offices or home use. For optimal performance (100–10KHz), keep the mic unobstructed, position it close to the speaker, and use it in a quiet environment. NOVA 4K Webcam is fully compatible with Zoom, Teams, Google Meet, and major systems like Windows 10/11, macOS 10.14+, and Android TV 7.0+.Plug&Play Connectivity, Guaranteed Privacy - Simply connect this USB 2.0 Webcam to any device with a Type A port and start your video communication instantly. A privacy cover is used to prevent unwanted surveillance. Relying solely on physical connections without WiFi or Bluetooth, wireless signal interceptions are eliminated. With no need for drivers or cloud storage, it offers a controlled environment that maintains data locally. It is ideal for professionals and settings that demand privacy.Flexible & Secure Design - The EMEET 4K webcam features a universal joint for 360° horizontal rotation, 15° vertical adjustment and a 180° adjustable stand, plus a standard ¼ inch nut for a tripod. Such flexibility allows you to capture perfect angle in any setting. Designed with stability, the PC camera boasts a robust swivel connection between the lens and its stand, uses an internal rubber material that grips securely to computer, and firmly integrates into the device with a 1.5m fixed cable.›See more product details","EMEET NOVA 4K Webcam for PC, Ultra 4K HD, PDAF Autofocus, Dual Omni Mics"
webcam HD,Logitech,$199.59,"About this itemCompatible with Nintendo Switch 2’s new GameChat modeUltra HD 4K webcam: meet or stream in 4K resolution at 30fps or 1080p at 60fps, with our most advanced webcam sensor yet, with 70% larger pixels (1) for sharp image qualityAI-enhanced image quality: Experience 2x better face visibility with finer image details in difficult light (2), with auto-exposure, auto white balance, noise reduction, and autofocusCurate Your Image: Fine controls (3) on this Ultra HD webcam let you adjust lighting and white balance, such as ISO, Shutter Speed, Tint, and Vibrance, or let Auto mode take care of itLet Them Hear Your Every Word: Integrated dual beamforming noise-reducing microphones minimize background noise with the aid of AI to make sure you are clearly heardShare Your Work: Tilt down your Logitech webcam to share notes and sketches on your desk with Show Mode, allowing for better collaboration on callsNo Sneak Peeks: To protect your privacy between meetings, simply rotate the built-in webcam cover to completely block the web cameraCompatibility: This USB C webcam works with Windows, macOS, Chrome OS(4) or Linux (4). Certified for Zoom, Microsoft Teams, Chromebook, Google Meet, and StreamlabsCustomize Your Workflow: Pairing the MX Brio with Logitech software (3) unlocks a bespoke video streaming experience that lets you control your stream through your MX keyboard and mouseShow more›See more product details",Logitech MX Brio Ultra HD 4K Webcam Collaboration and Streaming - Graphite
webcam HD,TRAUSI,$18.99 with 89 percent savings,"About this item【2K HD Clarity with Wide-Angle Lens】Experience exceptional clarity with our 2K Full HD Webcam. Its wide-angle lens provides sharp, vibrant images and smooth video at 30 frames per second, making it ideal for gaming, video calls, online teaching, live streaming, and content creation. Capture every detail with vivid colors and crisp visuals【Noise-Reducing Built-In Microphone】Our webcam is equipped with an advanced noise-canceling microphone that ensures your voice is transmitted clearly even in noisy environments. This feature makes it perfect for webinars, conferences, live streaming, and professional video calls—your voice remains crisp and clear regardless of background noise or distractions【Automatic Light Correction Technology】This cutting-edge technology dynamically adjusts video brightness and color to suit any lighting condition, ensuring optimal visual quality so you always look your best during video sessions—whether in extremely low light, dim rooms, or overly bright settings. It enhances clarity and detail in every environment【Secure Privacy Cover Protection】The included privacy shield allows you to easily slide the cover over the lens when the webcam is not in use, offering immediate privacy and peace of mind during periods of non-use. Safeguard your personal space and prevent unauthorized access with this simple yet effective solution, ensuring your security at all times【Seamless Plug-and-Play Setup】Designed for user convenience, the webcam is compatible with USB 2.0, 3.0, and 3.1 interfaces, plus OTG. It requires no additional drivers and comes with a 5ft USB power cable. Simply plug it into your device and start capturing high-quality video right away! Easy to use on multiple devices, ensuring hassle-free setup and instant functionality【Eco-Friendly & Sustainable Design】2K HD Webcam uses eco-conscious materials and energy-efficient tech to reduce environmental impact. Its durable build and energy-saving features minimize waste, ensuring long-lasting performance. By choosing our webcam, you’re investing in high-quality video technology and supporting sustainable practices for a greener future›See more product details","TRAUSI 2K Full HD Webcam with Auto Light Correction, Noise-Canceling Mic, Privacy Cover and Wide Angle Lens, Plug & Play USB Camera for Desktop/Laptop/Mac/PC, Compatible with Teams/Zoom/Streaming"
webcam HD,Acer,$56.37 with 19 percent savings,"About this item[4K Premium Image Quality] With UHD 4K resolution and a large Sony 1/2"" CMOS sensor, this acer webcam for pc delivers balanced, true-to-life visuals, exceptional low-light performance, and superior light capture for clearer, brighter, detail-rich images. Ideal for streamers, gamers, and creators, this 4K webcam provides an exceptional experience for you and your audience.[So Precise, It Feels Premium] Crafted from aerospace-grade aluminum with precision CNC machining, this 4K webcam features a seamless unibody design that’s both durable and elegant. Its A-grade sandblasted matte finish delivers a premium feel, while the all-aluminum body ensures fast heat dissipation for reliable 24/7 video performance.[Advanced PDAF] Keep your audience engaged with responsive Phase Detection Autofocus (PDAF), delivering faster, more accurate, and more stable focusing than standard autofocus—ensuring crisp, clear 4K video without blurriness in any scene.[Dual High-sensitivity Digital Mics] This 4K webcam, the web cam with dual high-sensitivity digital microphones, captures your voice clearly from up to 2.5 meters away while filtering out wind, keyboard clicks, and other ambient noise—delivering exceptional audio clarity in most scenes.[Plug and Play] Connects via a single USB-C to A connection (USB-A to USB-C adapter included for wider compatibility). This plug-and-play laptop webcam is instantly ready to use—no drivers, apps, WiFi, or Bluetooth required. By relying solely on a secure physical connection with local data storage, it eliminates wireless signal risks, making it ideal for professionals and privacy-focused environments.[Magnetic Privacy Cover Design] This 4K streaming webcam features a protective cover with 12 powerful built-in magnets that snap securely over the lens, keeping your privacy safe and blocking any unwanted peeks.[Compact & Lightweight] At just 57 grams and about the size of a pair of earbuds, this 4K webcam is ultra-portable, letting modern mobile workers take HD video calls and recordings anywhere, from cafés to co-working spaces.[Universal Compatibility] Works seamlessly with Windows, Mac, and ChromeOS, supporting all major video conferencing and streaming platforms like Microsoft Teams, Zoom, Twitch, and more, as well as being compatible with the Switch 2—for a hassle-free experience.[Kind tips]Powered by Genuine Sony Japan Original Image Sensor Brand New & Factory Authentic – NOT refurbished, NOT pulled from used devices, NOT recycled partsShow more›See more product details","Acer 4K Webcam for PC/Mac with All-Metal Unibody Sculpted, Sony 1/2"" Sensor, PDAF, 2 Noise Reduction Mics, Privacy Cover for Switch 2/Zoom/Teams/Facetime/YouTube/Google Meet"
webcam HD,Logitech,$69.99,"About this itemWith a 78° fixed field of view, the C920e webcam displays individual users in a well-balanced frame, while also providing sufficient room to visually share projects and other items of interest.The C920e webcam features two integrated omnidirectional microphones that capture your audio clearly from up to one meter away, so your voice always sounds natural and clear.Built-in HD autofocus ensures you’re seen clearly throughout your video calls. With automatic light correction, C920e delivers optics that help you look good in all your video meetings.The C920e webcam features an attachable privacy screen that flips up and down to cover or expose the lens. A simple glance at the cover confirms if the lens is able to see into your space or not.The C920e webcam is certified for Zoom, TAA compliant and works with all popular video calling applications such as Microsoft Teams to ensure compatibility and seamless integration in the workplace.C920e is designed with a sturdy, adjustable clip that makes it easy to mount on any laptop or external monitor. Plus 1/4"" threads provide versatility to mount the webcam on a tripod as well.Whether employees are in the office, at home, or somewhere else, Sync device management software helps everyone stay connected by letting you ensure their Logitech video collaboration personal devices are being used and up to date.Fully compatible with Windows 11›See more product details",Logitech C920e HD 1080p Mic Enabled Webcam Certified Zoom Microsoft Teams
webcam HD,Logitech,$119.95,"About this itemCompatible with Nintendo Switch 2’s new GameChat modeHD lighting adjustment and autofocus: The Logitech webcam automatically fine-tunes the lighting, producing bright, razor-sharp images even in low-light settings. This makes it a great webcam for streaming and an ideal web camera for laptop useAdvanced capture software: Easily create and share video content with this Logitech camera that is suitable for use as a desktop computer camera or a monitor webcamStereo audio with dual mics: Capture natural sound during calls and recorded videos with this 1080p webcam, great as a video conference camera or a computer webcamFull HD 1080p video calling and recording at 30 fps. You'll make a strong impression with this PC webcam that features crisp, clearly detailed, and vibrantly colored videoThis web camera for desktop computers comes with a 3-month XSplit VCam license and no privacy shutter. XSplit VCam lets you remove, replace and blur your background without a green screen›See more product details","Logitech C922x HD Pro PC Webcam, Full HD 1080p/30fps or 720p/60fps Video, HD Light Correction, Works with Microsoft Teams, Google Meet, Zoom, Nintendo Switch 2’s new GameChat mode, Mac/Tablet- Black"
webcam HD,Logitech,$128.99,"About this itemSUPPORT WORK FROM ANYWHERE WITH SYNC: Whether employees are in the office, at home, or somewhere else, Sync device management software helps everyone stay connected by letting you ensure their Logitech video collaboration personal devices are being used and up to date.Ultra 4K HD resolution: 4 times the resolution of a typical HD webcam; look your best and enjoy professional video experience wherever you are with 5x HD zoom. Auto light adjustment: Logitech RightLight 3 uses HDR technology to show you in the best light, even in low-light and backlit situations.Noise-canceling technology: Dual omni-directional mics suppress background sound so you can be heard clearly.3 field of view presets: Choose 90°, 78° or 65° dFOV via Logi Tune to include more of your environment or narrow the focus on you.Up to 90 fps: Create high-quality video recording or streaming in any light condition. Windows Hello integration: Easily and securely sign into your computer without a password.Privacy shade: Flip up or and down to cover or expose the lens. Works with Windows, Mac, or ChromeOS and popular calling and streaming platforms; 1 year limited hardware warranty. Detachable universal mounting clip fits laptops, LCD or monitors›See more product details",Logitech 4k Webcam
webcam HD,Logitech,$67.39,About this itemFull HD 1080p›See more product details,"Logitech HD Pro Webcam C920, Widescreen Video Calling and Recording, 1080p Camera, Desktop or Laptop Webcam"
webcam HD,Logitech,$79.95,"About this itemDistance doesn't matter. Digital zoom of the camera 5x will capture the details of the farthest of objects.Webcams taken to a whole new level with auto-focus feature to let you enjoy using it from as close or far as you wantEnjoy intricate details with 3840 x 2160 high video resolution. Furthermore, 90 fps size transfers wide angles into the camera frame with sharp results.With the cohesive microphone, the sound is clearly discernible, which adds as a bonus to the visuals›See more product details",Logitech Brio 4K Ultra HD Webcam
webcam HD,EMEET,$53.17 with 24 percent savings,"About this itemUnmatched 4K Streaming Quality - The EMEET S600 streaming camera boasts a high-definition 4K sony 1/2.55'' sensor, delivering crisp, clear images far exceeding typical webcam quality. With versatile resolution options, enjoy stunning 4K at 30FPS or smooth 1080P at 60FPS. Ideal for aspiring streamers, game streaming, and content creation, this 4K webcam ensures exceptional experience for you and your audience. Note: Video resolution depends on built-in camera software or apps like PotPlayer/OBS.Advanced PDAF Autofocus & Light Balance – 4K webcam S600's PDAF(Phase Detection Autofocus) tech offers significant advantages over common autofocus such as faster speed, higher precision, and more stable performance in various scenes features. Its auto light adjustment capability balances shadows and highlights even in low-light environments, keeping every detail sharp and clear on screen, making it ideal for content creators and live streamers who demand top-tier performance and visual quality.Enhanced Audio Clarity & Customizable FOV - The EMEET S600 4K streaming webcam is equipped with premium microphones that use a proprietary algorithm to filter out background noise and capture your voice with exceptional clarity. Noise-canceling feature is enabled by default but can be turned off through the EMEETLINK software. At 1080P, the FOV adjusts 40°-73°, allowing you to focus on you and surroundings, while at 4K, it’s fixed at 73° for better image quality and less distortion.Integrated Privacy Cover & Rugged Design - The 4K webcam for streaming boasts a built-in privacy cover right on the lens, ensuring it won't accidentally open or get touched. Crafted with meticulous engineering, every component of the S600, from the clips to the joints, is designed for durability and stability. Unlike traditional 4K streaming cameras, S600 webcam for PC offers flexible rotation and wide-angle tilting while staying securely in place, making it easier to find your ideal angle.Effortless Setup with Customization Option - S600 2.0&3.0 USB webcam offers a seamless plug-and-play experience, compatible with nearly all popular operating systems and software, no extra software required for use. Just plug it in, and you’re ready to go, making it an easy addition to your workflow. For those looking to fine-tune image parameters or enhance sound quality, EMEETLINK software is available for advanced customization. Both simplicity and advanced needs can be met effortlessly.›See more product details","EMEET S600 4K Webcam for Streaming, Sony 1/2.55'' Sensor, PDAF Autofocus"
desk lamp LED,null,$25.99,"About this itemStepless Dimming Mode: The desk light offers effortless switching of color temperatures (2700K-6500K) and stepless dimming (1% - 100%) to meet your arbitrary color temperature and brightness needs, providing you with a healthy and comfortable office lighting experience. It is perfect for you and your child to read, work, study, unwind, draw, knitting, sew, craftwork, etc360° Adjustable & Long Flexible Gooseneck: The long flexible gooseneck with 360° adjustable, easy adjustment to your preferred position, giving you full control over the direction of light. Our LED table lamp is made of aluminum and ABS material for excellent heat dissipation and a long lifespan of up to 60,000 hours. Additionally, the office lamp includes a built-in wire management feature, allowing you to neatly collect and conceal the wires, ensuring a clean and organized desk setupBig Size & Fit Models: Our table lamp features a 17-inch extra-wide lamp bar that can fully light up your workspace, providing you with enough brightness to complete any task. It is suitable for a maximum work height of about 31 inches, making it compatible with 30-inch monitors (backward compatible with 29-inch, 27-inch, 24-inch, and other monitors). Office desk lamp with easy installation and an adjustable metal clamp design, the sturdy metal clips can support desktops up to 2.36 inches thickEnergy Saving & Eye Care: Our eye care light is composed of 100 high-quality lamp beads, it consumes a remarkable 85% less energy than traditional incandescent lamps. This clip lamp experience uniform brightness, a wide lighting range, and an absence of bothersome strobes, blue light hazards, and glare. Our lamp emits soft, eye-friendly light that safeguards your eyesight and minimizes eye fatigue even during extended periods of use.Reliable USB Adapter & Customer Service: To ensure a seamless experience, office desk lamp come with a complimentary 5V/3A reliable adapter, providing you with everything you need right out of the box. The package includes: 1x Eye-caring Desk Lamp, 1x Metal Clamp, 1x Power Adapter(5V/3A), 1x User Manual. our dedicated customer support team is here to assist you promptly and effectively›See more product details","Airlonv LED Desk Lamp with Clamp, 17"" Stepless Dimming Light, Black"
desk lamp LED,null,$22.99,"About this itemLong Flexible Goose-Neck & Extended Lifespan: This desk lamp features a 360° long flexible goose neck, allowing you to direct the light precisely where you need it. the high-quality aluminum light board ensures superior heat dissipation and extends the lamp's service life up to 50,000 hours.Versatile Lighting Modes: With 3 color modes (2700K-warm, 4500K-warm white light, and 6500K-cool light) and 10 brightness levels, you can tailor the lighting to suit your preferences and activities, creating an optimal and eye-friendly environment.Eye-Caring & High Brightness: Equipped with high-quality lamp beads, this light prevents glare, flickering, and ghosting, ensuring a uniform, soft light with large coverage to protect your eyes during prolonged use. The ultra-thin light bar design improves light transmittance for optimal brightness.Easy Installation & Energy Efficient: Pre-assembled and ready to use, this lamp plugs into any USB port for immediate illumination; energy-efficient LED technology ensures long-lasting performance. For any issues, our customer support is available to assist you.Memory Function & Reliable USB Adapter: Featuring a memory function, this lamp restores your previous settings when turned on again; comes with a safe and reliable 5V/2A adapter, eliminating the need for an additional purchase.›See more product details","Voncerus LED Desk Lamp with Clamp, Clip on Lights for Home Office, Black"
desk lamp LED,null,$69.49,"About this itemVersatile Lighting Options: This LED desk lamp offers 25 light combination modes with 5 color temperatures (3000K-5500K) and 5 brightness levels (20%-100%), along with night light and reading modes, catering to various lighting needs.Adjustable Design for Optimal Lighting: With a 360° standing, 180° foldable swing arms, and a 270° rotatable lamp head, this lamp can be adjusted to any angle, ensuring suitable lighting coverage for workspaces, reading, studying, drawing, sewing, and crafting.Wireless Remote Control: Equipped with a wireless smart remote control, this lamp allows you to easily switch between modes and brightness levels, providing a convenient and portable lighting experience.Energy-Efficient and Eye-Friendly: Featuring LED technology, this desk lamp offers even illumination without glare, flicker, or blue light hazard, reducing eye strain and promoting a comfortable working environment.Note: If your remote control isn't working, for a free replacement—no return needed.›See more product details","Pzloz Led Desk Lamp for Office Home - Eye Caring Architect lamp with Clamp,Dual Screen Computer Monitor Work Smart Light: 24W 5 Color Flexible Adjustable Lighting Table Lamp for Study Drafting"
desk lamp LED,null,$15.97 with 16 percent savings,"About this itemSteady Power, No Flicker – Powered by a dedicated DC adapter instead of USB, this clamp desk lamp delivers consistent high-power output that stays flicker-free even at low brightness. Ideal for long office hours or study sessions where stable, eye-friendly light matters most25 Modes, Stepless Control – Long-press for smooth stepless dimming across 5 brightness levels (100%–1%) and 5 color temperatures (6500K–3000K). Switch from crisp cool light for workbench tasks to soft warm light for late-night reading, painting, knitting, or sewing17in Wide Coverage – The 17-inch light bar illuminates large workbenches and dual-monitor setups, eliminating shadows and dark zones. A great alternative to a monitor light bar, compatible with 30"", 29"", 27"", and 24"" monitors for drafting, typing, and detailed craftworkEye-Friendly for Long Focus – Advanced optical panels emit a gentle, uniform glow that helps reduce glare and eye fatigue. Built for architects, artists, sewing enthusiasts, and nail techs who need steady, comfortable light for hours of detailed workMetal Clamp, Fits Desks Up to 2"" Thick – The 12.8-inch flexible gooseneck directs light precisely where you need it, while the sturdy metal clamp with ABS arm securely grips desk edges up to 2 inches thick. Silicone pads protect your desktop from scratches, keeping your workspace clutter-freeEasy Reach Switch – The switch sits right on the lamp head, so you can adjust brightness and color temperature with a simple reach—no bending over to find a cord or button. Perfect for quick adjustments during work›See more product details",MOICO LED Desk Lamp with Clamp for Office Home-
desk lamp LED,null,$19.99,"About this itemImportant Note – Use only the included AC adapter. Connect the power cable securely and press the Power Button to turn on the lamp. The USB ports are output-only (not support fast charging) and cannot power the lamp.Dimmable Lighting for Any Task – Touch control panel offers 3 color temperatures (3000K warm white, 4500K natural white, 6000K cool white) and 5 brightness levels, making it an ideal reading light, task lamp, art work light, puzzle lighting, crafting lamp, or adjustable desk lamp for work, study, or relaxation.Flexible 360° Gooseneck & Eye-Caring LEDs – 3.5'' Round LED head with 60 lamp beads delivers flicker-free, glare-free illumination, reducing eye strain during long hours of reading, studying, or crafting. Flexible silicone gooseneck lamp bends in any direction for precise light placement.Energy-Saving Timer & Night Light Mode – Set auto-off for 30/60/90/120 minutes plus one-tap night light mode for the lowest brightness. Perfect for bedtime reading, study sessions, or as a gentle nightstand lamp—saves energy and extends lamp life effortlessly.Dual USB Charging Ports – Power your phone (USB-A) + smartwatch/earbuds (Type-C) simultaneously! (Not compatible with fast-charge devices). Great as a USB charging desk lamp to keep devices powered at your workspace.Compact, Stable & Anti-Slip Base – Weighted space-saving base with non-slip, anti-scratch bottom keeps this LED desk lamp stable on any surface. Perfect as a study lamp, office desk lamp, bedside lamp, or dorm desk light without taking up valuable space.›See more product details","15W LED Desk Lamp with USB Charging Ports – Dimmable Table Lamp with 3 Color Temps, 5 Brightness, 4 Timers, Flexible Gooseneck Light with Base, Eye-Caring Reading Light for Home Office, Bedroom, Study"
desk lamp LED,null,$15.98 with 36 percent savings,"About this itemEYE-CARING LED DESK LAMP: The SUPERDANNY gooseneck clamp-on desk lamp has a unique 60° lighting angle that prevents direct light from shining into your eyes. It features 54 high-quality LED chips that provide even, no-flicker soft light, reducing eye strain even during long use. This lamp enhances focus and productivity, making it ideal for working on important documents or detailed crafting.BRIGHT & WIDE-AREA LIGHTING: This clamp-on desk lamp is a game changer. Its 16-inch long light head delivers 500 lumens of brightness, illuminating the entire surface of a 60-inch computer desk or workbench. It’s perfect for tasks like working from home, crafting, drawing blueprints, nail polishing, quilting, and diamond painting. Brighter light leads to a brighter future.EASY SETUP AND CONTROL: Setting up the lamp is simple and needs just 3 steps: connect the screws, clamp it to your desk, and plug it in. Unlike other lamps with a dangling controller cord, this lamp has touch-control buttons embedded on the lamp head for easy access. A clear instruction manual is included and our helpful customer service is always here to help.3 LIGHT COLORS & DIMMABLE: The LED reading lamp offers three light colors: 3000K warm white, 4500K natural white, and 6000K cool white. You can smoothly adjust the brightness from 10% to 100% at each color temperature. Customize your lighting for different tasks and moods, whether you need bright white light for detailed work or a warmer, softer glow for relaxation and reading.360°FLEXIBLE GOOSENECK: The 360° adjustable gooseneck tube allows you to position the office lamp at the exact height you need (maximum lamp height: 29 inches). Made with high-quality silicone and metal materials, this gooseneck desk lamp can bend up to 100,000 times without breaking. The clamp lamp has a silicone pad to prevent scratching the table.›See more product details",SUPERDANNY Eye-Caring LED Desk Lamp Work Lamp Office Lamp with Side Clamp
desk lamp LED,null,$44.99 with 10 percent savings,"About this item7 Rotatable Joints: Micomlan swing arms led desk light features 7 strongly damped joints with 3 ultra bright light bars design for freely vertical adjustment and horizontal adjustment. You can rotate the bilateral light bars vertically to change the illumination angle. Turn them up to expand the lighting coverage to illuminates your entire desk or turn them down to create a super bright lighting area for sewing crafting. You can also rotate the base to adjust the light direction and position.45°Angled Away Asymmetric Light: The main light of the clamp light adopts 45° angled away LEDs and side lighting design, it only illuminates your desk and keyborad rather than your screens and eyes. This will significantly reduce the reflected glare on your screen and protect your eyes from fatigue. This office light is suitable for reading, studying, drawing, painting, design and art work.Ambient Lighting & Smart Light Sensor: When the bilateral auxiliary lights shine upwards, they can work as ambient lights to relieve eye strain. The built in light sensor will automatically adjust the brightness accordingly to a comfortable level depending on the surrounding light. The main light and the auxiliary lights of the office lamp need to be turned on or off separately, but the brightness and color temperatures are controlled together.CRI>90 Eye Protection Technology: Micomlan 24W table lamp is equipped with high color rendering index LEDs(CRI>90) to generate soft flicker-free and anti-glare light and accurately render colors, close to the natural light and less blue light hazard. You won't get tired with prolonged use. You can also rotate the left auxiliary light down for eliminating shadows.Multiple Lighting Combinations: Micomlan office desk lamp provides a wide range of brightness adjustment, including multiple color settings across a white-and-yellow spectrum. You can click the touch panel to adjust the 5 levels of brightness and color temperatures step by step, or you can long press the panel for stepless dimming (20% - 100%) and stepless tempering (3000K - 6500K). The memory function will restore your last setting.›See more product details","Micomlan Led Desk Lamp with Clamp, Architect Desk Lamp for Home Office with Atmosphere Lighting, 24W Ultra Bright Auto Dimming Computer Light Stepless Dimming and Tempering LED Table Light"
